experiment_id,class_weight,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,precision_mean,recall_mean,f1_mean,accuracy_mean,balanced_accuracy_mean,train_roc_auc_mean,validation_roc_auc_mean,generalization_gap,fit_time_mean,delta_roc_auc,delta_average_precision,delta_precision,delta_recall,delta_f1,delta_accuracy,delta_balanced_accuracy
M01-LR-001,,0.8591877677367241,0.0032390713059821433,0.5075655819077997,0.00848952265957052,0.6888128436747918,0.2724844285570592,0.3903605881459114,0.9144812499999999,0.6293426464034542,0.8615245959878856,0.8591877677367241,0.002336828251161438,0.6449848175048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M01-LR-002,balanced,0.8590114109697774,0.0031206740022860662,0.50643046793452,0.00851868349710585,0.28455981272262276,0.7735412943060745,0.41605871111685666,0.7817937500000001,0.7781284537742248,0.861822965123461,0.8590114109697774,0.0028115541536836153,0.6691200256347656,-0.00017635676694671698,-0.0011351139732797,-0.404253030952169,0.5010568657490153,0.02569812297094526,-0.13268749999999985,0.14878580737077063
