configuration_id,fold,feature,coefficient,absolute_coefficient,sign,is_zero,n_iter,converged
LR-SELECTED-ROC,1,var_88,-0.07028862088918686,0.07028862088918686,-1,False,21,True
LR-SELECTED-ROC,1,var_89,0.13822858035564423,0.13822858035564423,1,False,21,True
LR-SELECTED-ROC,1,var_90,0.09404695779085159,0.09404695779085159,1,False,21,True
LR-SELECTED-ROC,1,var_91,0.11912243068218231,0.11912243068218231,1,False,21,True
LR-SELECTED-ROC,1,var_92,-0.15803146362304688,0.15803146362304688,-1,False,21,True
LR-SELECTED-ROC,1,var_93,-0.1152847483754158,0.1152847483754158,-1,False,21,True
LR-SELECTED-ROC,1,var_94,0.16020607948303223,0.16020607948303223,1,False,21,True
LR-SELECTED-ROC,1,var_95,0.13313028216362,0.13313028216362,1,False,21,True
LR-SELECTED-ROC,1,var_96,0.007351086474955082,0.007351086474955082,1,False,21,True
LR-SELECTED-ROC,1,var_97,0.044193681329488754,0.044193681329488754,1,False,21,True
LR-SELECTED-ROC,1,var_98,-0.010009835474193096,0.010009835474193096,-1,False,21,True
LR-SELECTED-ROC,1,var_99,0.20131607353687286,0.20131607353687286,1,False,21,True
LR-SELECTED-ROC,1,var_100,-0.005832531023770571,0.005832531023770571,-1,False,21,True
LR-SELECTED-ROC,1,var_101,-0.022114135324954987,0.022114135324954987,-1,False,21,True
LR-SELECTED-ROC,1,var_102,-0.06335263699293137,0.06335263699293137,-1,False,21,True
LR-SELECTED-ROC,1,var_103,-0.0057750907726585865,0.0057750907726585865,-1,False,21,True
LR-SELECTED-ROC,1,var_104,-0.08280175924301147,0.08280175924301147,-1,False,21,True
LR-SELECTED-ROC,1,var_105,0.07857684791088104,0.07857684791088104,1,False,21,True
LR-SELECTED-ROC,1,var_106,0.11250818520784378,0.11250818520784378,1,False,21,True
LR-SELECTED-ROC,1,var_107,-0.13220615684986115,0.13220615684986115,-1,False,21,True
LR-SELECTED-ROC,1,var_108,-0.13565869629383087,0.13565869629383087,-1,False,21,True
LR-SELECTED-ROC,1,var_109,-0.1559353619813919,0.1559353619813919,-1,False,21,True
LR-SELECTED-ROC,1,var_110,0.21317094564437866,0.21317094564437866,1,False,21,True
LR-SELECTED-ROC,1,var_111,0.08322319388389587,0.08322319388389587,1,False,21,True
LR-SELECTED-ROC,1,var_112,0.06364160031080246,0.06364160031080246,1,False,21,True
LR-SELECTED-ROC,1,var_113,-0.05075150355696678,0.05075150355696678,-1,False,21,True
LR-SELECTED-ROC,1,var_114,-0.0795876607298851,0.0795876607298851,-1,False,21,True
LR-SELECTED-ROC,1,var_115,-0.15589505434036255,0.15589505434036255,-1,False,21,True
LR-SELECTED-ROC,1,var_116,-0.08650071173906326,0.08650071173906326,-1,False,21,True
LR-SELECTED-ROC,1,var_117,0.01119847409427166,0.01119847409427166,1,False,21,True
LR-SELECTED-ROC,1,var_118,0.13412578403949738,0.13412578403949738,1,False,21,True
LR-SELECTED-ROC,1,var_119,0.0863761380314827,0.0863761380314827,1,False,21,True
LR-SELECTED-ROC,1,var_120,-0.03502389416098595,0.03502389416098595,-1,False,21,True
LR-SELECTED-ROC,1,var_121,-0.12025755643844604,0.12025755643844604,-1,False,21,True
LR-SELECTED-ROC,1,var_122,-0.1347431093454361,0.1347431093454361,-1,False,21,True
LR-SELECTED-ROC,1,var_123,-0.12208186835050583,0.12208186835050583,-1,False,21,True
LR-SELECTED-ROC,1,var_124,0.020828068256378174,0.020828068256378174,1,False,21,True
LR-SELECTED-ROC,1,var_125,0.09367141127586365,0.09367141127586365,1,False,21,True
LR-SELECTED-ROC,1,var_126,-0.004114678129553795,0.004114678129553795,-1,False,21,True
LR-SELECTED-ROC,1,var_127,-0.13078400492668152,0.13078400492668152,-1,False,21,True
LR-SELECTED-ROC,1,var_128,0.09756654500961304,0.09756654500961304,1,False,21,True
LR-SELECTED-ROC,1,var_129,-0.023327112197875977,0.023327112197875977,-1,False,21,True
LR-SELECTED-ROC,1,var_130,0.10377901047468185,0.10377901047468185,1,False,21,True
LR-SELECTED-ROC,1,var_131,-0.09253852814435959,0.09253852814435959,-1,False,21,True
LR-SELECTED-ROC,1,var_132,-0.08502519875764847,0.08502519875764847,-1,False,21,True
LR-SELECTED-ROC,1,var_133,0.17489689588546753,0.17489689588546753,1,False,21,True
LR-SELECTED-ROC,1,var_134,0.056938089430332184,0.056938089430332184,1,False,21,True
LR-SELECTED-ROC,1,var_135,0.08969118446111679,0.08969118446111679,1,False,21,True
LR-SELECTED-ROC,1,var_136,-0.012032904662191868,0.012032904662191868,-1,False,21,True
LR-SELECTED-ROC,1,var_137,0.08671452105045319,0.08671452105045319,1,False,21,True
LR-SELECTED-ROC,1,var_138,0.06373673677444458,0.06373673677444458,1,False,21,True
LR-SELECTED-ROC,1,var_139,-0.23241452872753143,0.23241452872753143,-1,False,21,True
LR-SELECTED-ROC,1,var_140,0.055581070482730865,0.055581070482730865,1,False,21,True
LR-SELECTED-ROC,1,var_141,-0.09428311139345169,0.09428311139345169,-1,False,21,True
LR-SELECTED-ROC,1,var_142,-0.05333282798528671,0.05333282798528671,-1,False,21,True
LR-SELECTED-ROC,1,var_143,-0.04189930111169815,0.04189930111169815,-1,False,21,True
LR-SELECTED-ROC,1,var_144,0.06375521421432495,0.06375521421432495,1,False,21,True
LR-SELECTED-ROC,1,var_145,0.10497534275054932,0.10497534275054932,1,False,21,True
LR-SELECTED-ROC,1,var_146,-0.19776073098182678,0.19776073098182678,-1,False,21,True
LR-SELECTED-ROC,1,var_147,0.13027195632457733,0.13027195632457733,1,False,21,True
LR-SELECTED-ROC,1,var_148,-0.16789337992668152,0.16789337992668152,-1,False,21,True
LR-SELECTED-ROC,1,var_149,-0.15310664474964142,0.15310664474964142,-1,False,21,True
LR-SELECTED-ROC,1,var_150,-0.09515990316867828,0.09515990316867828,-1,False,21,True
LR-SELECTED-ROC,1,var_151,0.0882038027048111,0.0882038027048111,1,False,21,True
LR-SELECTED-ROC,1,var_152,-0.04439673200249672,0.04439673200249672,-1,False,21,True
LR-SELECTED-ROC,1,var_153,-0.01902911439538002,0.01902911439538002,-1,False,21,True
LR-SELECTED-ROC,1,var_154,-0.1519397646188736,0.1519397646188736,-1,False,21,True
LR-SELECTED-ROC,1,var_155,0.1306547075510025,0.1306547075510025,1,False,21,True
LR-SELECTED-ROC,1,var_156,-0.061049893498420715,0.061049893498420715,-1,False,21,True
LR-SELECTED-ROC,1,var_157,0.11037896573543549,0.11037896573543549,1,False,21,True
LR-SELECTED-ROC,1,var_158,-0.01668693870306015,0.01668693870306015,-1,False,21,True
LR-SELECTED-ROC,1,var_159,0.040055133402347565,0.040055133402347565,1,False,21,True
LR-SELECTED-ROC,1,var_160,-0.010571693070232868,0.010571693070232868,-1,False,21,True
LR-SELECTED-ROC,1,var_161,0.01716279424726963,0.01716279424726963,1,False,21,True
LR-SELECTED-ROC,1,var_162,0.11397570371627808,0.11397570371627808,1,False,21,True
LR-SELECTED-ROC,1,var_163,0.10313065350055695,0.10313065350055695,1,False,21,True
LR-SELECTED-ROC,1,var_164,0.13236725330352783,0.13236725330352783,1,False,21,True
LR-SELECTED-ROC,1,var_165,-0.16342738270759583,0.16342738270759583,-1,False,21,True
LR-SELECTED-ROC,1,var_166,-0.16766072809696198,0.16766072809696198,-1,False,21,True
LR-SELECTED-ROC,1,var_167,0.08922721445560455,0.08922721445560455,1,False,21,True
LR-SELECTED-ROC,1,var_168,0.046222224831581116,0.046222224831581116,1,False,21,True
LR-SELECTED-ROC,1,var_169,-0.15710268914699554,0.15710268914699554,-1,False,21,True
LR-SELECTED-ROC,1,var_170,0.15794074535369873,0.15794074535369873,1,False,21,True
LR-SELECTED-ROC,1,var_171,0.04326685890555382,0.04326685890555382,1,False,21,True
LR-SELECTED-ROC,1,var_172,-0.12885697185993195,0.12885697185993195,-1,False,21,True
LR-SELECTED-ROC,1,var_173,0.14565995335578918,0.14565995335578918,1,False,21,True
LR-SELECTED-ROC,1,var_174,-0.20043428242206573,0.20043428242206573,-1,False,21,True
LR-SELECTED-ROC,1,var_175,0.07485319674015045,0.07485319674015045,1,False,21,True
LR-SELECTED-ROC,1,var_176,0.03567344322800636,0.03567344322800636,1,False,21,True
LR-SELECTED-ROC,1,var_177,-0.1321178823709488,0.1321178823709488,-1,False,21,True
LR-SELECTED-ROC,1,var_178,-0.06406030058860779,0.06406030058860779,-1,False,21,True
LR-SELECTED-ROC,1,var_179,0.15914320945739746,0.15914320945739746,1,False,21,True
LR-SELECTED-ROC,1,var_180,0.10194612294435501,0.10194612294435501,1,False,21,True
LR-SELECTED-ROC,1,var_181,0.044182803481817245,0.044182803481817245,1,False,21,True
LR-SELECTED-ROC,1,var_182,-0.03995087370276451,0.03995087370276451,-1,False,21,True
LR-SELECTED-ROC,1,var_183,-0.008400238119065762,0.008400238119065762,-1,False,21,True
LR-SELECTED-ROC,1,var_184,0.16504520177841187,0.16504520177841187,1,False,21,True
LR-SELECTED-ROC,1,var_185,-0.01062851957976818,0.01062851957976818,-1,False,21,True
LR-SELECTED-ROC,1,var_186,-0.08828461915254593,0.08828461915254593,-1,False,21,True
LR-SELECTED-ROC,1,var_187,0.0462820790708065,0.0462820790708065,1,False,21,True
LR-SELECTED-ROC,1,var_188,-0.1231226921081543,0.1231226921081543,-1,False,21,True
LR-SELECTED-ROC,1,var_189,0.026242880150675774,0.026242880150675774,1,False,21,True
LR-SELECTED-ROC,1,var_190,0.1830880492925644,0.1830880492925644,1,False,21,True
