precision,recall,threshold
0.10052331142969682,1.0,0.0002740408114709717
0.10052393992822398,1.0,0.0002742154304305392
0.10052456843461026,1.0,0.0002742828936365177
0.10052519694885582,1.0,0.000275001751813063
0.1005258254709608,1.0,0.00027538822960199746
0.10052645400092536,1.0,0.00027551453871446543
0.10052708253874963,1.0,0.0002802235466127259
0.10052771108443377,1.0,0.00028184264902366953
0.10052833963797793,1.0,0.0002847412139869165
0.10052896819938224,1.0,0.00028510577716915663
0.10052959676864687,1.0,0.00028601548734917906
0.10053022534577195,1.0,0.0002867373205582964
0.10053085393075764,1.0,0.0002881047759412635
0.10053148252360408,1.0,0.00028958368740875155
0.10053211112431142,1.0,0.00028962284116114905
0.1005327397328798,1.0,0.0002921356017085822
0.10053336834930937,1.0,0.00029230196271143555
0.10053399697360028,1.0,0.0002939340417075323
0.1005346256057527,1.0,0.00029513872333496687
0.10053525424576674,1.0,0.00029514972387559095
0.10053588289364257,1.0,0.0002955325605984932
0.10053651154938033,1.0,0.000296704016170412
0.10053714021298016,1.0,0.00029780356692400776
0.10053776888444223,1.0,0.0002980387490505046
0.10053839756376666,1.0,0.000298098754959887
0.10053902625095361,1.0,0.0002990688686165654
0.10053965494600324,1.0,0.0002992083439362947
0.10054028364891568,1.0,0.0003010991812100487
0.10054091235969109,1.0,0.0003024730803660637
0.1005415410783296,1.0,0.00030386324209242437
0.10054216980483138,1.0,0.0003040303490206288
0.10054279853919655,1.0,0.0003044415171694238
0.10054342728142529,1.0,0.0003056594537256401
0.10054405603151773,1.0,0.0003072675220370706
0.10054468478947401,1.0,0.00030815681982541846
0.1005453135552943,1.0,0.000309460587140009
0.10054594232897872,1.0,0.00030955079777258526
0.10054657111052744,1.0,0.0003110163331774223
0.10054719989994058,1.0,0.0003127294907473594
0.10054782869721833,1.0,0.0003133274157984257
0.1005484575023608,1.0,0.0003140147320602371
0.10054908631536816,1.0,0.0003159910300530423
0.10054971513624054,1.0,0.0003160849040016825
0.10055034396497811,1.0,0.0003162639714907289
0.100550972801581,1.0,0.0003175144723903708
0.10055160164604936,1.0,0.0003176857154854163
0.10055223049838334,1.0,0.000318443560409801
0.10055285935858307,1.0,0.00031862233645523017
0.10055348822664874,1.0,0.000320781662136436
0.10055411710258046,1.0,0.00032093339653708417
0.1005547459863784,1.0,0.0003223204783924928
0.10055537487804268,1.0,0.0003233779660075027
0.10055600377757347,1.0,0.0003238430962052079
0.10055663268497092,1.0,0.0003258707606860071
0.10055726160023516,1.0,0.00032616284790400424
0.10055789052336636,1.0,0.000328157825253929
0.10055851945436464,1.0,0.0003300305657208283
0.10055914839323017,1.0,0.000330198538644608
0.1005597773399631,1.0,0.0003303406526473353
0.10056040629456356,1.0,0.0003303473284262322
0.10056103525703171,1.0,0.0003321563023272478
0.10056166422736769,1.0,0.0003340411715186095
0.10056229320557164,1.0,0.0003349783994289294
0.10056292219164373,1.0,0.00033590227959356614
0.1005635511855841,1.0,0.0003360782320578504
0.10056418018739288,1.0,0.00033625187361815517
0.10056480919707025,1.0,0.0003364027956027778
0.10056543821461633,1.0,0.00033709558237940277
0.10056606724003127,1.0,0.0003371397050742601
0.10056669627331524,1.0,0.00033783480516938675
0.10056732531446835,1.0,0.0003379622399179423
0.1005679543634908,1.0,0.00033810447785336575
0.10056858342038269,1.0,0.000338175542461671
0.10056921248514418,1.0,0.0003382001732748523
0.10056984155777543,1.0,0.00033920870312367584
0.10057047063827658,1.0,0.0003394352142006097
0.10057109972664778,1.0,0.000339541100292029
0.10057172882288917,1.0,0.00034130877032380113
0.10057235792700091,1.0,0.00034518831654807
0.10057298703898314,1.0,0.0003467593539156477
0.100573616158836,1.0,0.00034744078767040765
0.10057424528655966,1.0,0.00034827518000982166
0.10057487442215425,1.0,0.00035090448067973584
0.10057550356561992,1.0,0.0003510197830550975
0.10057613271695681,1.0,0.00035147781822448507
0.1005767618761651,1.0,0.0003515321507938416
0.1005773910432449,1.0,0.000351881030850841
0.10057802021819638,1.0,0.00035468516768149313
0.10057864940101967,1.0,0.0003551384571620661
0.10057927859171494,1.0,0.0003554322659076991
0.10057990779028232,1.0,0.00035736658224459056
0.10058053699672197,1.0,0.00036092877263886196
0.10058116621103402,1.0,0.0003613594983059648
0.10058179543321864,1.0,0.00036196753132675336
0.10058242466327597,1.0,0.00036199203518436616
0.10058305390120614,1.0,0.0003620187838528062
0.10058368314700933,1.0,0.00036481240076347346
0.10058431240068566,1.0,0.0003660732168394104
0.10058494166223529,1.0,0.0003667560893693064
0.10058557093165836,1.0,0.0003681939832085918
0.10058620020895503,1.0,0.0003696405473608881
0.10058682949412545,1.0,0.00037094952629044696
0.10058745878716975,1.0,0.00037098271247246303
0.10058808808808808,1.0,0.0003709876892639072
0.1005887173968806,1.0,0.0003714832119538985
0.10058934671354747,1.0,0.0003717830908833559
0.10058997603808881,1.0,0.0003719174797898611
0.10059060537050477,1.0,0.0003721807049225726
0.10059123471079551,1.0,0.00037221198412876855
0.10059186405896117,1.0,0.00037226469917300066
0.10059249341500191,1.0,0.00037306376732723737
0.10059312277891787,1.0,0.0003746695284074969
0.10059375215070919,1.0,0.0003754780819338072
0.10059438153037603,1.0,0.00037657501827719847
0.10059501091791853,1.0,0.00037720794747481937
0.10059564031333684,1.0,0.0003790340874926552
0.1005962697166311,1.0,0.00038173324654326463
0.10059689912780148,1.0,0.0003817882603688063
0.10059752854684811,1.0,0.0003838213129841143
0.10059815797377115,1.0,0.00038385149762652847
0.10059878740857073,1.0,0.00038406633258497705
0.10059941685124701,1.0,0.0003848504434521243
0.10060004630180014,1.0,0.00038610190586238816
0.10060067576023025,1.0,0.00038636815230706057
0.10060130522653753,1.0,0.00038662812742307906
0.10060193470072207,1.0,0.00038743103486637057
0.10060256418278406,1.0,0.0003876787181654744
0.10060319367272363,1.0,0.0003880176963798954
0.10060382317054094,1.0,0.00038816655249943076
0.10060445267623612,1.0,0.0003887122860165367
0.10060508218980933,1.0,0.00039069547422022205
0.10060571171126073,1.0,0.0003920412507501825
0.10060634124059045,1.0,0.0003935058448170029
0.10060697077779863,1.0,0.0003946911985202385
0.10060760032288545,1.0,0.0003954782955728537
0.10060822987585102,1.0,0.0003958655255536033
0.10060885943669551,1.0,0.0003983326556014919
0.10060948900541906,1.0,0.00039901646903738177
0.10061011858202185,1.0,0.00039918525672522423
0.10061074816650396,1.0,0.00040047345874253553
0.1006113777588656,1.0,0.00040068615981217595
0.1006120073591069,1.0,0.00040329147585922275
0.10061263696722798,1.0,0.0004040261395271334
0.10061326658322904,1.0,0.0004051394304287021
0.10061389620711018,1.0,0.0004052004466127841
0.10061452583887158,1.0,0.0004074587416730442
0.10061515547851337,1.0,0.0004080744855516468
0.1006157851260357,1.0,0.0004082625806176863
0.10061641478143872,1.0,0.0004084276878137942
0.10061704444472258,1.0,0.0004119968159461667
0.10061767411588743,1.0,0.00041355466343101195
0.10061830379493342,1.0,0.00041598384909557264
0.10061893348186068,1.0,0.00041607854316013027
0.10061956317666938,1.0,0.00041631385728944215
0.10062019287935965,1.0,0.0004166643277714587
0.10062082258993166,1.0,0.00041773591016186707
0.10062145230838554,1.0,0.0004179344486286349
0.10062208203472144,1.0,0.0004184290216445149
0.10062271176893951,1.0,0.0004191298355623487
0.10062334151103991,1.0,0.0004220085547900165
0.10062397126102277,1.0,0.00042223326366161933
0.10062460101888823,1.0,0.00042309573278998376
0.10062523078463648,1.0,0.00042311415202293546
0.10062586055826762,1.0,0.0004234938410362345
0.10062649033978183,1.0,0.0004235099090907239
0.10062712012917924,1.0,0.0004250000164131784
0.10062774992646001,1.0,0.00042501544727751954
0.10062837973162428,1.0,0.00042526854101851934
0.1006290095446722,1.0,0.0004263548995939195
0.10062963936560392,1.0,0.00042926652736421017
0.10063026919441959,1.0,0.000431797654202844
0.10063089903111934,1.0,0.00043199817019446725
0.10063152887570335,1.0,0.0004325911705787022
0.10063215872817174,1.0,0.00043283491070006635
0.10063278858852469,1.0,0.000433472254326361
0.10063341845676231,1.0,0.00043385910364008423
0.10063404833288477,1.0,0.0004345633074609737
0.1006346782168922,1.0,0.00043523187795907464
0.10063530810878478,1.0,0.00043616759227302294
0.10063593800856263,1.0,0.0004366056417407409
0.10063656791622591,1.0,0.00043665084344625464
0.10063719783177477,1.0,0.00043731197177888784
0.10063782775520934,1.0,0.00043856708803664785
0.10063845768652979,1.0,0.0004386228852507203
0.10063908762573627,1.0,0.00044232523934538615
0.1006397175728289,1.0,0.00044402214044746076
0.10064034752780786,1.0,0.00044404781020550445
0.10064097749067327,1.0,0.0004465402084140657
0.10064160746142531,1.0,0.00044700322833395273
0.10064223744006409,1.0,0.000447227752389501
0.1006428674265898,1.0,0.0004480606743294644
0.10064349742100255,1.0,0.00044884535947365247
0.10064412742330252,1.0,0.00044995274384935005
0.10064475743348983,1.0,0.00045143991126469043
0.10064538745156464,1.0,0.0004516814721162056
0.1006460174775271,1.0,0.00045249061200107704
0.10064664751137736,1.0,0.0004526309276524749
0.10064727755311557,1.0,0.0004529628042356881
0.10064790760274187,1.0,0.0004534239533343934
0.10064853766025642,1.0,0.0004551254682789664
0.10064916772565934,1.0,0.00045533937392922377
0.10064979779895081,1.0,0.00045555201524699856
0.10065042788013097,1.0,0.0004577064724192145
0.10065105796919994,1.0,0.0004580297122397878
0.10065168806615792,1.0,0.00045857322240677143
0.10065231817100502,1.0,0.0004588629647052269
0.1006529482837414,1.0,0.00045937286036963545
0.1006535784043672,1.0,0.0004599079933082279
0.10065420853288258,1.0,0.0004600172388775593
0.10065483866928769,1.0,0.00046059055567173403
0.10065546881358267,1.0,0.00046100840508089445
0.10065609896576766,1.0,0.00046135231559828595
0.10065672912584282,1.0,0.00046150080379794145
0.1006573592938083,1.0,0.0004616285051492321
0.10065798946966424,1.0,0.00046257104814483176
0.1006586196534108,1.0,0.0004640275634729984
0.10065924984504811,1.0,0.00046515911942282215
0.10065988004457634,1.0,0.00046556920366028556
0.10066051025199561,1.0,0.0004662318907003051
0.1006611404673061,1.0,0.00046692664262527704
0.10066177069050794,1.0,0.00046763484926254953
0.10066240092160128,1.0,0.0004698949787772692
0.10066303116058627,1.0,0.00047021668366555995
0.10066366140746306,1.0,0.0004715851228300472
0.1006642916622318,1.0,0.0004722622857011161
0.10066492192489263,1.0,0.00047288873330590415
0.10066555219544569,1.0,0.0004729148617749826
0.10066618247389116,1.0,0.00047331724362611674
0.10066681276022915,1.0,0.00047366842752735375
0.10066744305445985,1.0,0.000473982389601474
0.10066807335658337,1.0,0.0004744641304004511
0.10066870366659988,1.0,0.0004745167650256661
0.10066933398450952,1.0,0.00047516234707520365
0.10066996431031244,1.0,0.0004752387168907065
0.10067059464400879,1.0,0.0004757340429892671
0.10067122498559872,1.0,0.0004758721236527103
0.10067185533508237,1.0,0.00047641277335101973
0.1006724856924599,1.0,0.0004768210186160919
0.10067311605773144,1.0,0.00047736359611427027
0.10067374643089716,1.0,0.00047821025303579627
0.10067437681195719,1.0,0.00047985521923964153
0.1006750072009117,1.0,0.00048128054820266957
0.10067563759776081,1.0,0.0004824053233209705
0.10067626800250469,1.0,0.00048425955429304594
0.10067689841514349,1.0,0.000484663752781369
0.10067752883567734,1.0,0.0004849745618316652
0.1006781592641064,1.0,0.0004853075999979218
0.10067878970043082,1.0,0.00048605439784576423
0.10067942014465074,1.0,0.0004860939010133292
0.10068005059676631,1.0,0.00048799452896688
0.10068068105677769,1.0,0.0004883413993738973
0.10068131152468501,1.0,0.0004883416537264436
0.10068194200048844,1.0,0.0004890299843085405
0.10068257248418812,1.0,0.000489292601150188
0.10068320297578418,1.0,0.0004893903931926313
0.10068383347527679,1.0,0.000490309408821883
0.10068446398266609,1.0,0.0004915712371027189
0.10068509449795224,1.0,0.0004926788356389684
0.10068572502113536,1.0,0.0004929737464166591
0.10068635555221563,1.0,0.0004932475904878583
0.10068698609119317,1.0,0.0004945913425796201
0.10068761663806816,1.0,0.0004951982962277734
0.10068824719284072,1.0,0.0004968696219311597
0.10068887775551102,1.0,0.0004969788737810933
0.1006895083260792,1.0,0.0004971604192505879
0.1006901389045454,1.0,0.0004972061065988108
0.10069076949090977,1.0,0.000498250462293321
0.10069140008517248,1.0,0.0004983052983492995
0.10069203068733365,1.0,0.0004989133326524557
0.10069266129739345,1.0,0.0004989484666347434
0.100693291915352,1.0,0.0005006815325748373
0.10069392254120949,1.0,0.0005010262020090541
0.10069455317496602,1.0,0.0005013738274111395
0.10069518381662178,1.0,0.0005018995895273079
0.1006958144661769,1.0,0.0005020464325813154
0.10069644512363153,1.0,0.0005021854541898727
0.10069707578898583,1.0,0.0005026825964207562
0.10069770646223992,1.0,0.0005030818621373361
0.10069833714339398,1.0,0.0005047876840394721
0.10069896783244814,1.0,0.0005049229302059202
0.10069959852940255,1.0,0.000506189486407779
0.10070022923425737,1.0,0.0005064709870270978
0.10070085994701274,1.0,0.0005069352762098731
0.1007014906676688,1.0,0.0005074302225421207
0.10070212139622571,1.0,0.0005083845683822197
0.1007027521326836,1.0,0.0005084209030169284
0.10070338287704265,1.0,0.0005094628059483999
0.10070401362930301,1.0,0.0005094979249773454
0.10070464438946479,1.0,0.0005101640146876013
0.10070527515752815,1.0,0.0005108337224688147
0.10070590593349327,1.0,0.0005110213113734287
0.10070653671736025,1.0,0.0005119279776254482
0.1007071675091293,1.0,0.0005123145977875635
0.1007077983088005,1.0,0.0005147976881154787
0.10070842911637405,1.0,0.0005150380066212493
0.10070905993185007,1.0,0.0005156459398827948
0.10070969075522872,1.0,0.0005156459506163192
0.10071032158651015,1.0,0.0005156846035380254
0.10071095242569451,1.0,0.0005158328607953153
0.10071158327278194,1.0,0.0005158797062451953
0.10071221412777259,1.0,0.0005168350678607882
0.10071284499066661,1.0,0.0005179823880225207
0.10071347586146416,1.0,0.0005179984227951726
0.10071410674016537,1.0,0.0005185344573894282
0.1007147376267704,1.0,0.0005193220470833365
0.1007153685212794,1.0,0.0005201092991901087
0.1007159994236925,1.0,0.0005213302617058595
0.10071663033400988,1.0,0.0005216334602737525
0.10071726125223165,1.0,0.0005218058034023779
0.100717892178358,1.0,0.0005219486072014763
0.10071852311238905,1.0,0.0005230037180765496
0.10071915405432495,1.0,0.0005233543280694246
0.10071978500416585,1.0,0.0005234444231026349
0.10072041596191192,1.0,0.0005252622385111891
0.10072104692756328,1.0,0.0005259977309551041
0.1007216779011201,1.0,0.0005264713977656936
0.10072230888258252,1.0,0.0005280584606768448
0.10072293987195069,1.0,0.0005282091017063141
0.10072357086922475,1.0,0.0005283327343323412
0.10072420187440485,1.0,0.00052932699160279
0.10072483288749115,1.0,0.0005296453644885793
0.10072546390848379,1.0,0.0005311193378466083
0.10072609493738292,1.0,0.0005312075012119084
0.1007267259741887,1.0,0.0005313393716037685
0.10072735701890126,1.0,0.0005318419442223351
0.10072798807152075,1.0,0.0005320813432109426
0.10072861913204734,1.0,0.0005323575502714998
0.10072925020048115,1.0,0.0005327062071322669
0.10072988127682235,1.0,0.000533205343909006
0.10073051236107108,1.0,0.0005334395903748483
0.10073114345322749,1.0,0.0005338003142486602
0.10073177455329173,1.0,0.0005339449946576228
0.10073240566126394,1.0,0.0005340804331114833
0.10073303677714429,1.0,0.0005355266073579579
0.10073366790093291,1.0,0.0005355679600307601
0.10073429903262994,1.0,0.0005358099236815586
0.10073493017223556,1.0,0.0005358553044787079
0.10073556131974988,1.0,0.0005359872682637456
0.10073619247517308,1.0,0.0005368026280365028
0.10073682363850531,1.0,0.0005369311809194951
0.10073745480974669,1.0,0.0005370525044577275
0.10073808598889739,1.0,0.0005377800805543686
0.10073871717595755,1.0,0.0005383410903269087
0.10073934837092732,1.0,0.0005390746072872617
0.10073997957380686,1.0,0.0005395702475934577
0.1007406107845963,1.0,0.0005399842374068889
0.1007412420032958,1.0,0.0005408294384237126
0.10074187322990551,1.0,0.0005408321211800886
0.10074250446442558,1.0,0.0005410003434684786
0.10074313570685614,1.0,0.0005416581443116312
0.10074376695719738,1.0,0.0005416766763880143
0.1007443982154494,1.0,0.0005424668589411565
0.10074502948161237,1.0,0.0005433943337084118
0.10074566075568644,1.0,0.0005436132095958756
0.10074629203767177,1.0,0.0005449727249164887
0.10074692332756849,1.0,0.0005451124765745954
0.10074755462537675,1.0,0.0005452992178671685
0.10074818593109672,1.0,0.0005453300563752091
0.10074881724472852,1.0,0.0005462983085363821
0.10074944856627231,1.0,0.0005465604270623749
0.10075007989572825,1.0,0.0005465891900908154
0.10075071123309647,1.0,0.0005469862174238008
0.10075134257837713,1.0,0.0005470124238677367
0.10075197393157037,1.0,0.0005479919333741612
0.10075260529267635,1.0,0.0005485031902608282
0.10075323666169522,1.0,0.0005490924377332431
0.10075386803862713,1.0,0.0005493449460628508
0.1007544994234722,1.0,0.0005495468591483662
0.10075513081623061,1.0,0.0005495864576521657
0.10075576221690251,1.0,0.0005509448681333459
0.10075639362548802,1.0,0.0005515609778466565
0.10075702504198732,1.0,0.000551564789499305
0.10075765646640053,1.0,0.0005518605949085028
0.10075828789872783,1.0,0.0005519483617594776
0.10075891933896935,1.0,0.0005534707035772425
0.10075955078712524,1.0,0.0005551791039460657
0.10076018224319565,1.0,0.0005552261627650004
0.10076081370718072,1.0,0.0005555480321965515
0.10076144517908063,1.0,0.0005557466027471498
0.10076207665889549,1.0,0.0005562607855463364
0.10076270814662547,1.0,0.0005564937743643888
0.10076333964227072,1.0,0.000557725266827593
0.10076397114583137,1.0,0.0005588165844677436
0.10076460265730759,1.0,0.0005602341279943807
0.10076523417669953,1.0,0.000561465479145077
0.10076586570400732,1.0,0.0005617709697701021
0.10076649723923112,1.0,0.0005622842175758803
0.10076712878237108,1.0,0.0005639213212188433
0.10076776033342734,1.0,0.0005641930057739329
0.10076839189240007,1.0,0.0005642292645492348
0.10076902345928938,1.0,0.0005643051392005732
0.10076965503409546,1.0,0.0005649049999176656
0.10077028661681844,1.0,0.0005653876846627094
0.10077091820745848,1.0,0.0005657053703689009
0.1007715498060157,1.0,0.0005660068414044788
0.10077218141249028,1.0,0.0005672082955914939
0.10077281302688236,1.0,0.0005702949293231094
0.10077344464919208,1.0,0.0005704493670028679
0.1007740762794196,1.0,0.0005706889210407109
0.10077470791756506,1.0,0.0005717309412333892
0.10077533956362861,1.0,0.0005719538045174875
0.10077597121761041,1.0,0.000573984557494705
0.1007766028795106,1.0,0.0005747657104166439
0.10077723454932933,1.0,0.0005751316078840675
0.10077786622706673,1.0,0.0005755378164116356
0.10077849791272299,1.0,0.0005771556399940971
0.10077912960629823,1.0,0.0005773975212782029
0.10077976130779259,1.0,0.0005779639918095422
0.10078039301720626,1.0,0.0005780083643387832
0.10078102473453934,1.0,0.0005782274677513053
0.10078165645979202,1.0,0.0005785858455226217
0.10078228819296442,1.0,0.0005788532559833806
0.1007829199340567,1.0,0.0005792397864132372
0.10078355168306902,1.0,0.0005794499674153449
0.1007841834400015,1.0,0.0005803729081165936
0.10078481520485431,1.0,0.000581458252437101
0.10078544697762762,1.0,0.0005822108779580228
0.10078607875832153,1.0,0.0005823556629189941
0.10078671054693622,1.0,0.0005826082504520622
0.10078734234347182,1.0,0.0005836417632926375
0.1007879741479285,1.0,0.0005846908080999268
0.10078860596030642,1.0,0.0005850584277767149
0.1007892377806057,1.0,0.0005856260713274277
0.10078986960882648,1.0,0.0005864316676682023
0.10079050144496894,1.0,0.0005867574802996822
0.10079113328903322,1.0,0.0005870511092292303
0.10079176514101945,1.0,0.0005881672926002308
0.1007923970009278,1.0,0.0005883319235327881
0.10079302886875842,1.0,0.0005885752450671841
0.10079366074451146,1.0,0.0005885775403555933
0.10079429262818704,1.0,0.0005886602131753418
0.10079492451978535,1.0,0.0005889374481249987
0.1007955564193065,1.0,0.0005892543349806938
0.10079618832675068,1.0,0.0005898816064479998
0.100796820242118,1.0,0.0005909194035669282
0.10079745216540863,1.0,0.0005927859558931643
0.10079808409662272,1.0,0.0005932095899584372
0.1007987160357604,1.0,0.0005932440222994641
0.10079934798282185,1.0,0.0005937459811007561
0.1007999799378072,1.0,0.0005940222468521677
0.1008006119007166,1.0,0.0005941707824946229
0.1008012438715502,1.0,0.0005947272767957635
0.10080187585030814,1.0,0.0005954665839143749
0.1008025078369906,1.0,0.0005960746385697858
0.1008031398315977,1.0,0.0005961569464753446
0.10080377183412959,1.0,0.0005968256867456993
0.10080440384458642,1.0,0.000597423381408292
0.10080503586296835,1.0,0.0005978756639286713
0.10080566788927553,1.0,0.0005980761878462829
0.10080629992350809,1.0,0.0005982436808867108
0.1008069319656662,1.0,0.0005985366536357627
0.10080756401575,1.0,0.000598801158188161
0.10080819607375965,1.0,0.0005988562939452048
0.10080882813969527,1.0,0.0005998181739204409
0.10080946021355705,1.0,0.0005999523887072919
0.1008100922953451,1.0,0.0006004239991565672
0.1008107243850596,1.0,0.0006007191097157253
0.10081135648270068,1.0,0.0006014109529062901
0.1008119885882685,1.0,0.0006024304179872401
0.10081262070176318,1.0,0.0006032469954163781
0.10081325282318492,1.0,0.0006033020414691099
0.10081388495253382,1.0,0.000603303081335928
0.10081451708981007,1.0,0.0006034845987753525
0.10081514923501379,1.0,0.0006037349679248854
0.10081578138814515,1.0,0.0006042185792039242
0.10081641354920427,1.0,0.0006046029338708785
0.10081704571819133,1.0,0.000605413261540084
0.10081767789510647,1.0,0.0006061566866402426
0.10081831007994983,1.0,0.0006066951872316298
0.10081894227272158,1.0,0.0006086526913420524
0.10081957447342184,1.0,0.0006087532559433876
0.10082020668205077,1.0,0.0006089177211467909
0.10082083889860853,1.0,0.000610615052078359
0.10082147112309525,1.0,0.0006109094093218911
0.1008221033555111,1.0,0.0006111031897653078
0.10082273559585622,1.0,0.0006114741164217486
0.10082336784413076,1.0,0.0006115155904908168
0.10082400010033486,1.0,0.0006117838630444489
0.10082463236446869,1.0,0.0006141533034798016
0.10082526463653238,1.0,0.0006149056882915118
0.10082589691652609,1.0,0.000615125141522886
0.10082652920444997,1.0,0.0006168192525016989
0.10082716150030414,1.0,0.00061685623431316
0.1008277938040888,1.0,0.0006186533290045046
0.10082842611580406,1.0,0.0006188727254812497
0.10082905843545009,1.0,0.0006194870016134187
0.10082969076302702,1.0,0.0006196125768950803
0.10083032309853501,1.0,0.0006205957313241531
0.10083095544197422,1.0,0.0006208002379535196
0.10083158779334479,1.0,0.0006211508259685955
0.10083222015264687,1.0,0.0006215181688168129
0.1008328525198806,1.0,0.000621988970231539
0.10083348489504612,1.0,0.000622298159613442
0.10083411727814362,1.0,0.0006223722932304684
0.10083474966917322,1.0,0.0006224840928296853
0.10083538206813507,1.0,0.0006231585591022247
0.10083601447502932,1.0,0.0006242395039661134
0.10083664688985612,1.0,0.0006246067911126812
0.10083727931261563,1.0,0.0006246507707332974
0.100837911743308,1.0,0.0006248763424244629
0.10083854418193336,1.0,0.0006261572041292885
0.10083917662849187,1.0,0.0006261778348834183
0.10083980908298368,1.0,0.0006263751504125398
0.10084044154540893,1.0,0.0006264370472418894
0.10084107401576779,1.0,0.0006265948542172733
0.10084170649406039,1.0,0.0006266278530107157
0.10084233898028688,1.0,0.0006273140315087711
0.10084297147444743,1.0,0.0006283303059566477
0.10084360397654217,1.0,0.0006289412228176938
0.10084423648657125,1.0,0.0006291651905562662
0.10084486900453482,1.0,0.0006292172905733224
0.10084550153043303,1.0,0.0006297567023851296
0.10084613406426604,1.0,0.0006298067738922045
0.10084676660603399,1.0,0.0006306793784705039
0.10084739915573704,1.0,0.0006309841469292176
0.10084803171337532,1.0,0.0006311242145607348
0.10084866427894898,1.0,0.000631937446071736
0.10084929685245819,1.0,0.0006323845109747433
0.10084992943390308,1.0,0.0006327252443985077
0.10085056202328382,1.0,0.0006329665708960987
0.10085119462060053,1.0,0.0006336259222319785
0.1008518272258534,1.0,0.0006336994395287394
0.10085245983904254,1.0,0.000635693231511484
0.1008530924601681,1.0,0.0006367013056091854
0.10085372508923027,1.0,0.0006369672948553718
0.10085435772622915,1.0,0.0006375607816815038
0.10085499037116494,1.0,0.0006386903971864361
0.10085562302403774,1.0,0.0006389201140410817
0.10085625568484773,1.0,0.0006395999596413304
0.10085688835359505,1.0,0.0006397188869608224
0.10085752103027984,1.0,0.0006397773379199846
0.10085815371490227,1.0,0.0006398930255732186
0.10085878640746247,1.0,0.0006398960745760997
0.1008594191079606,1.0,0.0006411965946001352
0.10086005181639682,1.0,0.0006413746472904979
0.10086068453277125,1.0,0.0006414013794193862
0.10086131725708407,1.0,0.000641699480500421
0.10086194998933541,1.0,0.0006418609174473848
0.10086258272952542,1.0,0.0006420267823101026
0.10086321547765426,1.0,0.0006420866366984952
0.10086384823372208,1.0,0.0006425986408298176
0.10086448099772902,1.0,0.0006428604599000808
0.10086511376967522,1.0,0.0006429409570344754
0.10086574654956085,1.0,0.0006431700007058747
0.10086637933738606,1.0,0.0006432841889709086
0.10086701213315098,1.0,0.000643817796984914
0.10086764493685578,1.0,0.0006447912114608193
0.10086827774850059,1.0,0.0006455096785230202
0.10086891056808557,1.0,0.0006455178069025146
0.10086954339561087,1.0,0.0006455636852904799
0.10087017623107665,1.0,0.0006457623813627961
0.10087080907448304,1.0,0.0006461736644339261
0.1008714419258302,1.0,0.0006474853204060465
