configuration_id,feature,mean_coefficient,std_coefficient,mean_absolute_coefficient,min_coefficient,max_coefficient,positive_fold_count,negative_fold_count,zero_fold_count,sign_consistency,selection_frequency,stability_ratio
LR-SELECTED-AP,var_85,-0.06375219821929931,0.008201987689889391,0.06375219821929931,-0.0782981589436531,-0.05535494536161423,0,5,0,1.0,1.0,7.772774189588832
LR-SELECTED-AP,var_86,-0.11903336644172668,0.0035823624879521964,0.11903336644172668,-0.12523287534713745,-0.11465785652399063,0,5,0,1.0,1.0,33.227616368259525
LR-SELECTED-AP,var_87,-0.11270535588264466,0.003425199092868823,0.11270535588264466,-0.11625240743160248,-0.10664306581020355,0,5,0,1.0,1.0,32.904760519552575
LR-SELECTED-AP,var_88,-0.06852504312992096,0.005387776006445486,0.06852504312992096,-0.07246571779251099,-0.05787152051925659,0,5,0,1.0,1.0,12.71861396018329
LR-SELECTED-AP,var_89,0.13535028100013732,0.004611272185974701,0.13535028100013732,0.12767362594604492,0.13927769660949707,5,0,0,1.0,1.0,29.352047665241283
LR-SELECTED-AP,var_90,0.09362383782863617,0.004657737930795832,0.09362383782863617,0.08485712110996246,0.09772994369268417,5,0,0,1.0,1.0,20.100709662004302
LR-SELECTED-AP,var_91,0.11788769215345382,0.0030028913023746147,0.11788769215345382,0.11203698068857193,0.12052636593580246,5,0,0,1.0,1.0,39.25806174210246
LR-SELECTED-AP,var_92,-0.14918956756591797,0.004873090476161166,0.14918956756591797,-0.15884089469909668,-0.145681232213974,0,5,0,1.0,1.0,30.61498002053042
LR-SELECTED-AP,var_93,-0.1088329866528511,0.004574579963664863,0.1088329866528511,-0.11550705879926682,-0.10247626900672913,0,5,0,1.0,1.0,23.790815226160294
LR-SELECTED-AP,var_94,0.16038573384284974,0.002712415548046102,0.16038573384284974,0.15541726350784302,0.16370603442192078,5,0,0,1.0,1.0,59.13022212189095
LR-SELECTED-AP,var_95,0.12720272988080977,0.004529574461257333,0.12720272988080977,0.11983474344015121,0.13366395235061646,5,0,0,1.0,1.0,28.08271085259833
LR-SELECTED-AP,var_96,0.006701129465363919,0.003119720611336466,0.006701129465363919,0.001454159035347402,0.010042554698884487,5,0,0,1.0,1.0,2.147990253041514
LR-SELECTED-AP,var_97,0.047940737754106524,0.003111947742904904,0.047940737754106524,0.04354649409651756,0.051519595086574554,5,0,0,1.0,1.0,15.40538007535819
LR-SELECTED-AP,var_98,-0.010725821321830153,0.004879916879740158,0.010725821321830153,-0.01790502853691578,-0.0035554494243115187,0,5,0,1.0,1.0,2.19795164265191
LR-SELECTED-AP,var_99,0.19286512732505798,0.0058275574079037756,0.19286512732505798,0.18656784296035767,0.20268940925598145,5,0,0,1.0,1.0,33.095362915425305
LR-SELECTED-AP,var_100,0.003090020827949047,0.005737512082202598,0.005000085569918156,-0.0047751618549227715,0.01046391949057579,3,1,1,0.6,0.8,0.5385645875211275
LR-SELECTED-AP,var_101,-0.02930067218840122,0.004387074335790615,0.02930067218840122,-0.03419540822505951,-0.021149182692170143,0,5,0,1.0,1.0,6.678863849960119
LR-SELECTED-AP,var_102,-0.06200956255197525,0.0044156389912394164,0.06200956255197525,-0.07002005726099014,-0.05718563124537468,0,5,0,1.0,1.0,14.043168536875067
LR-SELECTED-AP,var_103,-0.0027818295173347,0.004718843982715431,0.005045626219362021,-0.007876935414969921,0.005659491755068302,1,4,0,0.8,1.0,0.5895150438378727
LR-SELECTED-AP,var_104,-0.082900869846344,0.0023144280172675753,0.082900869846344,-0.08632579445838928,-0.07973542809486389,0,5,0,1.0,1.0,35.819161031505836
LR-SELECTED-AP,var_105,0.07979655265808105,0.004146621701022396,0.07979655265808105,0.07504991441965103,0.08579660207033157,5,0,0,1.0,1.0,19.243750313273587
LR-SELECTED-AP,var_106,0.10817815065383911,0.004055737874613887,0.10817815065383911,0.10130593180656433,0.11278299987316132,5,0,0,1.0,1.0,26.672865455865274
LR-SELECTED-AP,var_107,-0.13590036034584047,0.007150836990618231,0.13590036034584047,-0.14463764429092407,-0.12392327189445496,0,5,0,1.0,1.0,19.004818670057094
LR-SELECTED-AP,var_108,-0.1345318615436554,0.003991991208083225,0.1345318615436554,-0.14138269424438477,-0.1305168867111206,0,5,0,1.0,1.0,33.70044033945758
LR-SELECTED-AP,var_109,-0.16215449571609497,0.005760805298342359,0.16215449571609497,-0.16757163405418396,-0.15380725264549255,0,5,0,1.0,1.0,28.14788685233778
LR-SELECTED-AP,var_110,0.2071466326713562,0.006206554244621113,0.2071466326713562,0.19717714190483093,0.21460092067718506,5,0,0,1.0,1.0,33.37546479205779
LR-SELECTED-AP,var_111,0.08438119739294052,0.002192552770121726,0.08438119739294052,0.08161547780036926,0.08786186575889587,5,0,0,1.0,1.0,38.48536671171992
LR-SELECTED-AP,var_112,0.06993709802627564,0.004331914552521082,0.06993709802627564,0.06323055922985077,0.07406897097826004,5,0,0,1.0,1.0,16.144616238002698
LR-SELECTED-AP,var_113,-0.05030445903539658,0.0030804574487301307,0.05030445903539658,-0.053554996848106384,-0.04508368670940399,0,5,0,1.0,1.0,16.330191172135866
LR-SELECTED-AP,var_114,-0.07764638960361481,0.0035583012808589856,0.07764638960361481,-0.08384227752685547,-0.07427232712507248,0,5,0,1.0,1.0,21.82119597946632
LR-SELECTED-AP,var_115,-0.15769782662391663,0.004094557118042533,0.15769782662391663,-0.16281923651695251,-0.15148329734802246,0,5,0,1.0,1.0,38.51401313441635
LR-SELECTED-AP,var_116,-0.07887828946113587,0.008471707544930939,0.07887828946113587,-0.08641039580106735,-0.06299128383398056,0,5,0,1.0,1.0,9.310789949108992
LR-SELECTED-AP,var_117,0.002701112604700029,0.004130420763303573,0.0033910346450284124,-0.0017248051008209586,0.010185547173023224,4,1,0,0.8,1.0,0.653955797602444
LR-SELECTED-AP,var_118,0.13746312856674195,0.0034080006177808083,0.13746312856674195,0.13461533188819885,0.14401599764823914,5,0,0,1.0,1.0,40.33541773717313
LR-SELECTED-AP,var_119,0.08817502707242966,0.0040699606377909755,0.08817502707242966,0.0811481848359108,0.0925619974732399,5,0,0,1.0,1.0,21.664835343538606
LR-SELECTED-AP,var_120,-0.03298218436539173,0.003697828570672327,0.03298218436539173,-0.03951801359653473,-0.02937178499996662,0,5,0,1.0,1.0,8.919338399560539
LR-SELECTED-AP,var_121,-0.12460140734910966,0.005083755479850286,0.12460140734910966,-0.1343722939491272,-0.12061246484518051,0,5,0,1.0,1.0,24.509716850656567
