experiment_id,strategy,model_name,primary_metric,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,f1_mean,precision_mean,recall_mean,accuracy_mean,balanced_accuracy_mean,fit_time_mean,score_time_mean
M01-DUMMY-001,most_frequent,DummyClassifier (most_frequent),roc_auc,0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.0,0.0,0.0,0.8995124999999999,0.5,0.1724989891052246,0.2454648494720459
M01-DUMMY-002,prior,DummyClassifier (prior),roc_auc,0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.0,0.0,0.0,0.8995124999999999,0.5,0.17358942031860353,0.23860554695129393
M01-DUMMY-003,stratified,DummyClassifier (stratified),roc_auc,0.49952233096243254,0.0031985518137402176,0.10043521051741364,0.0005613043365328289,0.09941370385117088,0.09962523422860711,0.09920307095935563,0.8193875,0.49952233096243254,0.17267279624938964,0.284229040145874
M01-DUMMY-004,uniform,DummyClassifier (uniform),roc_auc,0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.16730112178750087,0.10044966275293529,0.5001857160542544,0.4996625,0.4998948395527717,0.17561917304992675,0.2967318058013916
