experiment_id,model_name,fit_time_mean,validation_roc_auc_mean,validation_roc_auc_std,validation_average_precision_mean,validation_average_precision_std,validation_f1_mean,validation_f1_std,validation_precision_mean,validation_precision_std,validation_recall_mean,validation_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_balanced_accuracy_mean,validation_balanced_accuracy_std
M02-RF-001,Random Forest,73.62171373367309,0.7937357918468211,0.0023922196266006183,0.3691141225453217,0.0068015021945705915,0.3686465354247463,0.0027905438981289965,0.2613554223951074,0.002961909970001534,0.6254507981089885,0.0020725794078024955,0.7847,0.0029393345335296593,0.7139704904641062,0.0013512356856403259
M02-DT-001,Decision Tree,29.25893874168396,0.6339354322321611,0.0031191206057672024,0.16397283538659962,0.0026746878398985485,0.2379879559981056,0.0033661706937617307,0.15180614895793745,0.004747520931096124,0.5543002328946248,0.03496085620362143,0.6429625,0.027270193206136252,0.6035840430309249,0.0033000915141740135
