experiment_id,model_name,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,balanced_accuracy_mean,fit_time_mean,score_time_mean,train_roc_auc_mean,validation_roc_auc_mean,roc_auc_generalization_gap
M01-DUMMY-001,DummyClassifier (most_frequent),0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.0,0.0,0.0,0.0,0.8995124999999999,0.5,0.1724989891052246,0.2454648494720459,0.5,0.5,0.0
M01-DUMMY-002,DummyClassifier (prior),0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.0,0.0,0.0,0.0,0.8995124999999999,0.5,0.17358942031860353,0.23860554695129393,0.5,0.5,0.0
M01-DUMMY-003,DummyClassifier (stratified),0.49952233096243254,0.0031985518137402176,0.10043521051741364,0.0005613043365328289,0.09941370385117088,0.005773307363894994,0.09962523422860711,0.09920307095935563,0.8193875,0.49952233096243254,0.17267279624938964,0.284229040145874,0.4995012634617245,0.49952233096243254,-2.106750070801633e-05
M01-DUMMY-004,DummyClassifier (uniform),0.5,0.0,0.10048750000000002,1.5309310892399974e-05,0.16730112178750087,0.002627138670126741,0.10044966275293529,0.5001857160542544,0.4996625,0.4998948395527717,0.17561917304992675,0.2967318058013916,0.5,0.5,0.0
M01-LR-001,Logistic Regression L2 Baseline,0.8591877677367241,0.0032390713059821433,0.5075655819077997,0.00848952265957052,0.3903605881459114,0.0023705124516162717,0.6888128436747918,0.2724844285570592,0.9144812499999999,0.6293426464034542,0.6449848175048828,0.6273289680480957,0.8615245959878856,0.8591877677367241,0.002336828251161438
